
 ================================================================================================================================
   Kinetic data summary @  298.15K
 ================================================================================================================================
        Reaction                                                                        DG            DH            DS               
                                                                                        [kcal/mol]    [kcal/mol]    [cal/mol/K]      
 ================================================================================================================================
 1      H2+M=2H+M                                                                       97.160        104.195       23.597        
 178    O+C2H3=H+CH2CO                                                                  -87.914       -89.947       -6.818        
 179    H+CH2CO=CO+CH3                                                                  -33.661       -31.844       6.094         
 180    CH3+HCO=H2+CH2CO                                                                -54.079       -56.654       -8.635        
 181    OH+CH2CO=CO+CH2OH                                                               -28.350       -27.881       1.576         
 182    CH3+CH2CO=CO+C2H5                                                               -20.926       -21.276       -1.174        
 183    OH+HCCO=>H2+2CO                                                                 -111.231      -104.403      22.901        
 184    O+HCCO=>H+2CO                                                                   -110.209      -102.902      24.507        
 185    O2+HCCO=>OH+2CO                                                                 -95.559       -86.473       30.477        
 186    O2+HCCO=>H+CO+CO2                                                               -116.276      -110.960      17.830        
 187    C2H5OH=H2O+C2H4                                                                 1.815         10.905        30.490        
 188    C2H5OH=CH3+CH2OH                                                                75.877        87.111        37.680        
 189    C2H5OH=OH+C2H5                                                                  83.301        93.715        34.930        
 190    HO2+NC3H7=>OH+CH2O+C2H5                                                         -24.640       -15.671       30.081        
 191    CH3+C2H3(+M)=C3H6(+M)                                                           -88.240       -99.741       -38.574       
 192    CH3+C2H3=H+C3H5-A                                                               -7.834        -11.762       -13.175       
 193    CH3+C2H3=H+C3H5-A                                                               -7.834        -11.762       -13.175       
 194    C3H6=CH3+C2H3                                                                   88.240        99.741        38.574        
 195    C3H6=CH3+C2H3                                                                   88.240        99.741        38.574        
 196    C3H6=H+C3H5-A                                                                   80.406        87.979        25.400        
 197    C3H6=H+C3H5-A                                                                   80.406        87.979        25.400        
 198    H+C3H6=H2+C3H5-A                                                                -16.754       -16.217       1.802         
 199    O2+C3H6=HO2+C3H5-A                                                              37.706        38.815        3.722         
 200    O+C3H6=OH+C3H5-A                                                                -15.732       -14.716       3.409         
 201    OH+C3H6=H2O+C3H5-A                                                              -30.636       -30.876       -0.806        
 202    HO2+C3H6=H2O2+C3H5-A                                                            0.789         0.564         -0.753        
 203    CH3+C3H6=CH4+C3H5-A                                                             -15.860       -17.006       -3.843        
 204    CH3O+C3H6=CH3OH+C3H5-A                                                          -17.060       -17.213       -0.510        
 205    C2H5+C3H6=C2H6+C3H5-A                                                           -11.190       -12.776       -5.317        
 206    O+C3H6=HCO+C2H5                                                                 -30.021       -27.180       9.526         
 207    O+C3H6=>H+CH3+CH2CO                                                             0.326         9.794         31.757        
 208    H+C3H6=NC3H7                                                                    -27.638       -34.092       -21.648       
 209    H+C3H6=NC3H7                                                                    -27.638       -34.092       -21.648       
 210    H+C3H6=CH3+C2H4                                                                 -12.999       -10.697       7.718         
 211    H+C3H6=CH3+C2H4                                                                 -12.999       -10.697       7.718         
 212    CH3+C2H4=NC3H7                                                                  -14.639       -23.394       -29.366       
 213    CH3+C2H4=NC3H7                                                                  -14.639       -23.394       -29.366       
 214    H+C3H5-A=H2+C3H4-A                                                              -48.660       -48.547       0.380         
 215    OH+C3H5-A=H2O+C3H4-A                                                            -62.542       -63.207       -2.228        
 216    CH3+C3H5-A=CH4+C3H4-A                                                           -47.767       -49.337       -5.266        
 217    C2H5+C3H5-A=C2H6+C3H4-A                                                         -43.097       -45.106       -6.739        
 218    C2H3+C3H5-A=C2H4+C3H4-A                                                         -52.739       -54.790       -6.879        
 219    2C3H4-A=C3H5-A+C3H3                                                             32.855        34.822        6.599         
 220    2C3H5-A=C3H6+C3H4-A                                                             -31.907       -32.331       -1.423        
 221    C2H5+C3H5-A=C2H4+C3H6                                                           -50.850       -51.934       -3.635        
 222    HCO+C3H5-A=CO+C3H6                                                              -70.986       -72.281       -4.344        
 223    OH+C3H5-A=>2H+C2H3CHO                                                           30.063        36.870        22.833        
 224    O2+C3H5-A=HO2+C3H4-A                                                            5.799         6.484         2.299         
 225    O2+C3H5-A=CH2O+CH3CO                                                            -72.297       -70.647       5.533         
 226    O2+C3H5-A=OH+C2H3CHO                                                            -51.426       -49.394       6.812         
 227    HO2+C3H5-A=OH+C3H5O                                                             -12.406       -12.191       0.720         
 228    HO2+C3H5-A=H2O+C2H3CHO                                                          -119.767      -119.085      2.285         
 229    C3H5O=CH2O+C2H3                                                                 10.516        20.932        34.934        
 230    C3H5O=H+C2H3CHO                                                                 3.681         11.960        27.770        
 231    C3H5O=HCO+C2H4                                                                  -11.115       -1.330        32.819        
 232    CH2O+C2H3=H+C2H3CHO                                                             -6.836        -8.972        -7.164        
 233    CH2O+C2H3=HCO+C2H4                                                              -21.631       -22.262       -2.115        
 234    OH+C3H6=CH3+CH3CHO                                                              -20.401       -19.843       1.871         
 235    C3H4-P+C3H3=C3H4-A+C3H3                                                         1.664         1.318         -1.161        
 236    O2+C3H4-P=HO2+C3H3                                                              40.318        42.625        7.737         
 237    O+C3H4-P=OH+C3H3                                                                -13.119       -10.906       7.424         
 238    H+C3H4-P=H2+C3H3                                                                -14.141       -12.407       5.818         
 239    OH+C3H4-P=H2O+C3H3                                                              -28.023       -27.066       3.210         
 240    HO2+C3H4-P=H2O2+C3H3                                                            3.401         4.374         3.262         
 241    CH3+C3H4-P=CH4+C3H3                                                             -13.248       -13.196       0.172         
 242    C2H+C3H4-P=C2H2+C3H3                                                            -41.245       -41.534       -0.968        
 243    C2H3+C3H4-P=C2H4+C3H3                                                           -18.220       -18.649       -1.441        
 244    C3H5-A+C3H4-P=C3H6+C3H3                                                         2.613         3.810         4.015         
 245    H+C3H4-A=H2+C3H3                                                                -15.805       -13.725       6.978         
 246    O2+C3H4-A=HO2+C3H3                                                              38.654        41.307        8.897         
 247    OH+C3H4-A=H2O+C3H3                                                              -29.687       -28.384       4.370         
 248    CH3+C3H4-A=CH4+C3H3                                                             -14.912       -14.514       1.333         
 249    HO2+C3H4-A=H2O2+C3H3                                                            1.737         3.056         4.423         
 250    C3H5-A+C3H4-A=C3H6+C3H3                                                         0.949         2.492         5.176         
 251    H+C3H4-A=H+C3H4-P                                                               -1.664        -1.318        1.161         
 252    H+C3H4-A=H+C3H4-P                                                               -1.664        -1.318        1.161         
 253    H+C3H4-A=C3H5-A                                                                 -48.500       -55.648       -23.977       
 254    H+C3H4-A=C3H5-A                                                                 -48.500       -55.648       -23.977       
 255    H+C3H4-A=CH3+C2H2                                                               -10.752       -8.131        8.792         
 256    H+C3H4-A=CH3+C2H2                                                               -10.752       -8.131        8.792         
 257    H+C3H4-P=CH3+C2H2                                                               -9.088        -6.813        7.631         
 258    H+C3H4-P=C3H5-A                                                                 -46.835       -54.330       -25.138       
 259    CH3+C2H2=C3H5-A                                                                 -37.747       -47.517       -32.769       
 260    O+C3H4-P=CH3+HCCO                                                               -28.414       -26.197       7.435         
 261    O+C3H4-P=CO+C2H4                                                                -118.287      -117.747      1.810         
 262    O+C3H4-P=HCO+C2H3                                                               -26.468       -23.007       11.610        
 263    O+C3H4-A=CO+C2H4                                                                -119.951      -119.065      2.971         
 264    O+C3H4-A=CH2O+C2H2                                                              -77.825       -76.745       3.623         
 265    HO2+C3H4-P=>OH+CO+C2H4                                                          -60.936       -52.153       29.458        
 266    HO2+C3H4-A=>OH+CO+C2H4                                                          -62.600       -53.471       30.619        
 267    C2H+C3H4-A=C2H2+C3H3                                                            -42.909       -42.852       0.193         
 268    O+C3H3=CH2O+C2H                                                                 -34.916       -33.893       3.430         
 269    HO2+C3H3=>OH+CO+C2H3                                                            -42.717       -33.504       30.899        
 270    HCO+C3H3=CO+C3H4-A                                                              -71.935       -74.773       -9.519        
 271    HCO+C3H3=CO+C3H4-P                                                              -73.599       -76.091       -8.359        
 272    C2H5+C2H=CH3+C3H3                                                               -44.892       -45.289       -1.331        
 273    O2+C3H3=HCO+CH2CO                                                               -86.613       -85.618       3.338         
 274    H+C3H3=H2+C3H2                                                                  -11.307       -10.317       3.321         
 275    OH+C3H3=H2O+C3H2                                                                -25.189       -24.976       0.713         
 276    OH+C3H3=CH2O+C2H2                                                               -63.042       -64.521       -4.962        
 277    OH+C3H3=HCO+C2H3                                                                -13.349       -12.101       4.186         
 278    OH+C3H3=CO+C2H4                                                                 -105.167      -106.841      -5.614        
 279    HCO+C2H3=C2H3CHO                                                                -86.443       -97.148       -35.905       
 280    O2+NC3H7=HO2+C3H6                                                               -15.063       -15.072       -0.030        
 281    O2+PC4H9=HO2+C4H8-1                                                             -14.644       -14.391       0.848         
 282    CH3+C3H5-A(+M)=C4H8-1(+M)                                                       -67.001       -77.246       -34.363       
 283    C2H5+C2H3(+M)=C4H8-1(+M)                                                        -87.569       -99.576       -40.270       
 284    H+C4H71-3=C4H8-1                                                                -76.279       -84.181       -26.501       
 285    OH+C4H8-1=H2O+C4H71-3                                                           -34.762       -34.674       0.296         
 286    HO2+C4H8-1=H2O2+C4H71-3                                                         -3.338        -3.234        0.348         
 287    O+C4H8-1=OH+C4H71-3                                                             -19.859       -18.514       4.510         
 288    O2+C4H8-1=HO2+C4H71-3                                                           33.579        35.017        4.823         
 289    CH3O+C4H8-1=CH3OH+C4H71-3                                                       -21.187       -21.011       0.591         
 290    C2H5+C4H71-3=C2H4+C4H8-1                                                        -46.724       -48.136       -4.736        
 291    CH3O+C4H71-3=CH2O+C4H8-1                                                        -62.374       -63.204       -2.785        
 292    C4H71-3=H+C4H6                                                                  39.181        46.543        24.693        
 293    O+C4H71-3=CH3+C2H3CHO                                                           -75.354       -72.758       8.705         
 294    H+C4H8-1=C2H5+C2H4                                                              -13.669       -10.862       9.414         
 295    H+C4H8-1=C2H5+C2H4                                                              -13.669       -10.862       9.414         
 296    H+C4H8-1=CH3+C3H6                                                               -13.405       -10.732       8.964         
 297    H+C4H8-1=CH3+C3H6                                                               -13.405       -10.732       8.964         
 298    H+C4H8-1=PC4H9                                                                  -28.057       -34.773       -22.526       
 299    H+C4H8-1=PC4H9                                                                  -28.057       -34.773       -22.526       
 300    PC4H9=C2H5+C2H4                                                                 14.388        23.911        31.939        
 301    PC4H9=CH3+C3H6                                                                  14.652        24.040        31.489        
 302    O+C4H8-1=HCO+NC3H7                                                              -28.509       -25.263       10.889        
 303    O+C4H8-1=>H+C2H5+CH2CO                                                          -0.345        9.629         33.452        
 304    C4H8-1=H2+C4H6                                                                  18.300        26.528        27.597        
 305    H+C4H6=C2H4+C2H3                                                                1.665         4.897         10.841        
 306    H+C4H6=CH3+C3H4-P                                                               -1.624        0.853         8.307         
 307    H+C4H6=CH3+C3H4-A                                                               0.040         2.171         7.146         
 308    OH+C4H6=CH3+C2H3CHO                                                             -18.397       -16.607       6.003         
 309    OH+C4H6=CH2O+C3H5-A                                                             -19.394       -19.397       -0.008        
 310    2C2H3=C4H6                                                                      -102.903      -115.335      -41.696       
 311    C2H2+C2H=H+C4H2                                                                 -24.617       -28.184       -11.963       
 312    OH+C4H2=CO+C3H3                                                                 -62.891       -61.389       5.038         
 313    O+C4H6=CH2O+C3H4-A                                                              -67.033       -66.443       1.978         
 314    O+C4H6=C2H3+CH2CHO                                                              -15.187       -12.055       10.505        
 315    C2H2+C2H(+M)=C4H3(+M)                                                           -51.513       -60.448       -29.969       
 316    H+C4H2=C4H3                                                                     -26.896       -32.264       -18.006       
 317    H+C4H3=H2+C4H2                                                                  -70.264       -71.931       -5.592        
 318    OH+C4H3=H2O+C4H2                                                                -84.146       -86.590       -8.200        
 319    C2H3+C4H3=2C3H3                                                                 -32.066       -32.721       -2.199        
 320    O2+C4H3=CH2CO+HCCO                                                              -99.117       -98.837       0.939         
 321    CH3CHO=H2+CH2CO                                                                 19.705        28.136        28.279        
 322    O2+C3H4-A=>CH2O+CH2CO                                                           -84.865       -83.323       5.172         
 323    O+C2H2=>CH2CO                                                                   -117.828      -125.702      -26.411       
 324    O+CH2CO=>2HCO                                                                   -30.548       -27.980       8.611         
 325    O+CH2CO=>CO+CH2O                                                                -100.734      -100.458      0.926         
 326    OH+CH2CO=>CO2+CH3                                                               -54.378       -56.332       -6.552        
 327    O2+CH2CO=>CO2+CH2O                                                              -106.801      -108.516      -5.751        
 328    O2+CH2CO=>OH+CO+HCO                                                             -6.478        4.147         35.637        
 329    O+C4H3=C2H+CH2CO                                                                -66.314       -65.254       3.557         
 330    OH+CH3CO=>H2O+CH2CO                                                             -75.111       -75.883       -2.589        
 331    OH+CH2CHO=>H2O+CH2CO                                                            -80.866       -81.412       -1.832        
 332    HO2+CH2CO=>OH+CO+CH2O                                                           -43.384       -34.865       28.574        
 333    O2+CH2CHO=>HO2+CH2CO                                                            -12.525       -11.721       2.696         
 334    2CH2CO=CH3CO+HCCO                                                               62.570        63.346        2.600         
 335    2CH2CO=CO2+C3H4-A                                                               -21.936       -25.193       -10.923       
 336    2CH2CO=>2CO+C2H4                                                                -25.032       -17.076       26.685        
 337    CH2CO=>H+HCCO                                                                   98.502        106.318       26.216        
 338    CH3+CH2CO=OH+C3H4-A                                                             32.442        31.139        -4.371        
 339    CH3+CH2CO=OH+C3H4-P                                                             30.778        29.821        -3.210        
 340    OH+HCCO=H+CO+HCO                                                                -23.491       -15.906       25.442        
 341    O2+HCCO=CO2+HCO                                                                 -125.696      -126.658      -3.226        
 342    2HCCO=>2CO+C2H2                                                                 -90.883       -83.518       24.703        
 343    C2H3+HCCO=CO+C3H4-P                                                             -93.161       -95.594       -8.159        
 344    HCCO+C3H5-A=CO+C4H6                                                             -83.703       -84.685       -3.291        
